,z,dl_planck,erro_planck
547,0.17708,957.9657894986558,0.33917078419802293
548,0.21731,1101.9959540053517,0.36714719307790056
549,0.18542,898.6074193020846,0.34147336929101696
550,0.16382,777.5709016446679,0.32040471569012147
551,0.2569,1430.1776932990585,0.43092880015383567
552,0.1218,634.059479721027,0.3556342676129303
553,0.16514,803.1746634898138,0.2916224020276959
554,0.1984,1033.0943823704565,0.34930215860719677
555,0.26828,1465.10921528791,0.4205671672353624
556,0.40078,2084.4908830972886,0.3564401723954783
557,0.14566,661.6373293794545,0.33974643047127145
558,0.05573,250.22459788257436,0.297378864760181
559,0.22425,1315.1945483699674,0.39938338437981724
560,0.28622,1481.1873693554624,0.4049095886030029
561,0.18365,992.0418646965468,0.37175236326388866
562,0.1036,476.59556865926714,0.28908955842540246
563,0.33096,1958.8446735059908,0.4848092913298963
564,0.2184,1092.4208990164207,0.37186749251853835
565,0.26327,1238.7965865303715,0.39466308493917945
566,0.16267,862.3032044340117,0.34607853947700506
567,0.10689,536.6362424647805,0.28678697333240843
568,0.16503,799.7974221264934,0.31280618488324113
569,0.10757,543.1877910868651,0.29622757221368395
570,0.12913,613.2816918600382,0.3092371779891004
571,0.05948,268.8747378727584,0.33675306985037917
572,0.04093,197.9520483208413,0.3146482529576364
573,0.01705,71.99295502594846,0.4678852908963901
574,0.01531,63.90134510073433,0.4174586773598205
575,0.01472,64.44066299643421,0.3892520099706434
576,0.02673,120.28459215876684,0.4182645821423684
577,0.01732,72.5036716192464,0.411471956118036
578,0.04437,169.89085421734237,0.5020786795273517
579,0.01567,59.17523618555541,0.40076493543561365
580,0.02477,104.19814801043292,0.441635820836258
581,0.038,173.49221829227457,0.3496475463711458
582,0.0299,136.22599854711942,0.3292696682981485
583,0.01012,46.50396681092522,0.5025391965459505
584,0.0258,131.51037010869157,0.3628874106558616
585,0.01038,49.65008541889071,0.5176211289050615
586,0.03791,159.59526418796924,0.5067989789679895
587,0.03507,150.0479270795789,0.4325406097189315
588,0.01268,59.6650487767402,0.4397937527618628
589,0.02525,112.62375419541483,0.3521803899734393
590,0.01908,90.5065478262223,0.37106158773599046
591,0.03489,144.4341866059131,0.4298926368619883
592,0.0295,142.8104540672603,0.3392859134526726
593,0.03416,158.9022329101597,0.40594575189485027
594,0.04067,175.61434976306347,0.30555304184030985
595,0.07515,290.83053352204973,0.3334143214655378
596,0.05581,214.99581191054565,0.3289242805341995
597,0.02529,110.64199551172912,0.3695649074255444
598,0.03501,165.05169930186054,0.3335294507201876
599,0.02846,122.18559274141452,0.35471323357573276
600,0.0328,163.74573614294357,0.33445048475738515
601,0.03378,145.74377021268953,0.36910439040694554
602,0.04597,220.00877352867195,0.2820666738917706
603,0.04341,187.19317049124743,0.32443423960286105
604,0.05684,270.8382506392832,0.32305268854706465
605,0.02024,87.77280953781673,0.3392859134526726
606,0.03191,160.1068820214884,0.34020694748987024
607,0.0415,192.90345226792672,0.3359471650678313
608,0.02639,118.19796515940918,0.3681833563697479
609,0.02651,125.74479002264117,0.3334143214655378
610,0.02689,115.10388970807736,0.3361774235771307
611,0.02349,102.49908771372876,0.35413758730248424
612,0.05067,251.4490504912853,0.4098601465529402
613,0.04093,170.6239532234781,0.34469698842120866
614,0.06877,330.8491323147617,0.3006024838903727
615,0.01754,76.35192657350777,0.35482836283038244
616,0.02557,114.32468146248648,0.3905184317717902
617,0.02189,98.21323131342679,0.36403870320235865
618,0.03155,129.29448481145818,0.37106158773599046
619,0.06845,353.24010078105954,0.3334143214655378
620,0.02249,99.98848773724679,0.3663412882953527
621,0.04949,224.29004599663494,0.334911001775984
622,0.03161,144.7838096852227,0.33675306985037917
623,0.03434,161.65531940130637,0.33364457997483726
624,0.04486,212.3733413395368,0.38671916636834996
625,0.01531,68.52830658138673,0.3974261870507723
626,0.03048,136.95881823844056,0.3550586213396819
627,0.03837,184.68005703376826,0.4272446640050452
628,0.03682,173.82410422677378,0.3374438453782774
629,0.0221,110.1285699941069,0.36139073034541547
630,0.01402,65.40485693003683,0.41895535767026665
631,0.0589,278.2274657675125,0.3084312732065524
632,0.05895,275.51167048931137,0.27734637445113286
633,0.06888,332.3226941166197,0.3938571801566315
634,0.0204,106.4976439564949,0.40525497636695207
635,0.02894,123.41558325267971,0.34907190009789735
636,0.02384,106.23313550314118,0.35344681177458603
637,0.01451,73.35166900530588,0.43208009270033265
638,0.03292,150.10667325703724,0.3189080353796753
639,0.06455,277.9009299018535,0.3076253684240045
640,0.01663,77.4051755626293,0.3920151120822363
641,0.05359,239.7397234415365,0.3773936967417241
642,0.03163,134.87454729855574,0.32109549121801967
643,0.02751,121.7755220325279,0.3433154373654122
644,0.02559,99.14709638284715,0.3359471650678313
645,0.02401,110.4816114247263,0.3369833283596786
646,0.03713,157.79382361545328,0.3170659673052801
647,0.03408,146.5379123237691,0.3328386751922893
648,0.02454,101.39580791566739,0.34032207674452
649,0.01697,73.90434971728504,0.39857747959726936
650,0.01629,83.4391747352085,0.39408743866593093
651,0.03184,142.70855214143006,0.32524014438540894
652,0.037,172.09569241600198,0.33905565494337325
653,0.02932,114.54074406631895,0.3815383499091134
654,0.0174,86.93406749701661,0.3879855881694967
655,0.03578,160.1068820214884,0.4515369367361324
656,0.02845,124.61490765846959,0.36012430854426875
657,0.05035,220.83098012187844,0.4221789768004583
658,0.04269,187.34840497506582,0.3154541577401843
659,0.03212,135.9032992531707,0.3755516286673289
660,0.02752,125.71294486705796,0.37428520686618216
661,0.03049,139.13935955154582,0.372788526555736
662,0.01724,74.4526225283554,0.4043339423297544
663,0.07063,314.6661308079727,0.32903940978884916
664,0.05344,257.28235361159545,0.36795309786044855
665,0.02878,128.13565699124865,0.3259309199133072
666,0.03518,148.07781586978209,0.3968505407775238
667,0.03348,152.06875837851325,0.3968505407775238
668,0.04651,210.07288510207428,0.31372721892043876
669,0.06119,295.7467630701499,0.3201744571808221
670,0.04714,208.2332128766169,0.3296150560620977
671,0.0212,94.47567423811793,0.3769331797231253
672,0.04028,177.8770834687908,0.307049722150756
673,0.03863,181.2550018300111,0.3396313012166218
674,0.03314,146.03266134485793,0.3273124709691036
675,0.02414,105.21314437096069,0.3433154373654122
676,0.02837,127.90278468733952,0.3259309199133072
677,0.01043,46.87702048254794,0.507374625241238
678,0.02038,93.73677335893836,0.37267339730108634
679,0.0471,191.79620071768989,0.37912063556146963
680,0.03984,168.84181031692592,0.3099279535169986
681,0.0122,59.88526835011943,0.44601073251294665
682,0.01271,55.23571752895424,0.4487738346245395
683,0.01763,74.65862720178535,0.40571549338555085
684,0.02171,96.9170083947292,0.3595486622710202
685,0.01572,72.14894749317723,0.4925229513914264
686,0.01972,87.3554489405125,0.409514758788991
687,0.01678,74.3652427598601,0.4127383779191827
688,0.01226,60.18385465720713,0.4551059436302732
689,0.05322,252.24931758197775,0.34089772301776844
690,0.03055,115.84305442137466,1.0841721910362465
