,z,dl_ries,erro_ries
548,0.21731,1005.0322549792393,0.41319889493778156
549,0.18542,819.5397067291437,0.38752507115089796
550,0.16382,709.1530906676865,0.3664564175500024
551,0.2569,1304.337558493772,0.4769805020137166
552,0.1218,578.2691183019447,0.40168596947281127
553,0.16514,732.5039989987446,0.33767410388757685
554,0.1984,942.1932747995542,0.3953538604670777
555,0.26828,1336.1954851828077,0.4666188690952434
556,0.40078,1901.0782799232957,0.40249187425535926
557,0.14566,603.4204161165601,0.3857981323311524
558,0.05573,228.2075455423821,0.34343056662006194
559,0.22425,1199.471683975213,0.4454350862396982
560,0.28622,1350.8589359692496,0.45096129046288386
561,0.18365,904.7529336981013,0.4178040651237696
562,0.1036,434.6603246062462,0.3351412602852834
563,0.33096,1786.4875748520553,0.5308609931897773
564,0.2184,996.2997010419052,0.41791919437841935
565,0.26327,1129.7959146727976,0.4407147867990604
566,0.16267,786.4298692551553,0.392130241336886
567,0.10689,489.41806991910687,0.3328386751922894
568,0.16503,729.4239182682776,0.358857886743122
569,0.10757,495.39315327701377,0.34227927407356495
570,0.12913,559.3195505548847,0.3552888798489813
571,0.05948,245.21667536893432,0.38280477171026017
572,0.04093,180.53441374131245,0.3606999548175173
573,0.01705,65.65835534092744,0.513936992756271
574,0.01531,58.27871938129248,0.46351037921970145
575,0.01472,58.77058314802922,0.43530371183052435
576,0.02673,109.70085185630045,0.46431628400224934
577,0.01732,66.1241344098541,0.45752365797791694
578,0.04437,154.9423005536512,0.5481303813872327
579,0.01567,53.968456822672536,0.4468166372954946
580,0.02477,95.02984042632613,0.48768752269613896
581,0.038,158.22678362645635,0.3956992482310268
582,0.0299,124.2395872770552,0.3753213701580295
583,0.01012,42.41212180461123,0.5485908984058315
584,0.0258,119.93888302683438,0.40893911251574255
585,0.01038,45.28141607697522,0.5636728307649425
586,0.03791,145.55261084929785,0.5528506808278705
587,0.03507,136.84533591946135,0.47859231157881243
588,0.01268,54.41517121508623,0.4858454546217437
589,0.02525,102.71408459517372,0.3982320918333203
590,0.01908,82.5429526501987,0.4171132895958714
591,0.03489,131.72554375814676,0.47594433872186925
592,0.0295,130.24468208268092,0.38533761531255356
593,0.03416,144.92055881192286,0.4519974537547312
594,0.04067,160.16219053035414,0.3516047437001908
595,0.07515,265.24059898777136,0.3794660233254188
596,0.05581,196.07851087854243,0.37497598239408036
597,0.02529,100.90669919466477,0.4156166092854253
598,0.03501,150.52893881740934,0.37958115258006847
599,0.02846,111.43458499329702,0.4007649354356137
600,0.0328,149.33788626067758,0.3805021866172661
601,0.03378,132.91989820257007,0.41515609226682654
602,0.04597,200.65038621154875,0.32811837575165154
603,0.04341,170.72220054141627,0.37048594146274194
604,0.05684,247.0074202952187,0.36910439040694554
605,0.02024,80.0497536992108,0.38533761531255356
606,0.03191,146.01921185907554,0.38625864934975124
607,0.0415,175.93003941752485,0.38199886692771223
608,0.02639,107.79782541519323,0.41423505822962886
609,0.02651,114.68061149318136,0.3794660233254188
610,0.02689,104.9759950657939,0.38222912543701165
611,0.02349,93.48027901901267,0.4001892891623652
612,0.05067,229.3242595938034,0.4559118484128211
613,0.04093,155.61089479356758,0.3907486902810896
614,0.06877,301.7379948625599,0.3466541857502536
615,0.01754,69.63378464074574,0.4008800646902634
616,0.02557,104.26534869969919,0.43657013363167113
617,0.02189,89.57153152601434,0.4100904050622396
618,0.03155,117.91797161698766,0.4171132895958714
619,0.06845,322.1588008075009,0.3794660233254188
620,0.02249,91.19058462717472,0.4123929901552336
621,0.04949,204.55495310856705,0.38096270363586493
622,0.03161,132.0444037961661,0.38280477171026017
623,0.03434,147.43140353353294,0.37969628183471815
624,0.04486,193.68678929189048,0.43277086822823096
625,0.01531,62.498558404929554,0.44347788891065326
626,0.03048,124.90792677883388,0.40111032319956286
627,0.03837,168.4302138276646,0.4732963658649262
628,0.03682,158.5294671961494,0.3834955472381584
629,0.0221,100.43844955739169,0.4074424322052964
630,0.01402,59.64993846671619,0.4650070595301476
631,0.0589,253.7464645864972,0.3544829750664334
632,0.05895,251.26962985530622,0.32339807631101375
633,0.06888,303.08189919831614,0.43990888201651246
634,0.0204,97.12700565418987,0.451306678226833
635,0.02894,112.55634967187545,0.3951236019577783
636,0.02384,96.88577107763007,0.399498513634467
637,0.01451,66.89751721768577,0.47813179456021365
638,0.03292,136.8989130700737,0.36495973723955627
639,0.06455,253.44866033757776,0.3536770702838855
640,0.01663,70.59435913536524,0.4380668139421172
641,0.05359,218.6452264028698,0.42344539860160507
642,0.03163,123.0070490895044,0.3671471930779006
643,0.02751,111.06059606189007,0.38936713922529315
644,0.02559,90.42322659182162,0.38199886692771223
645,0.02401,100.76042716885799,0.38303503021955954
646,0.03713,143.90967752070821,0.36311766916516103
647,0.03408,133.6441644158632,0.37889037705217027
648,0.02454,92.4740758843386,0.3863737786044009
649,0.01697,67.40156801771371,0.4446291814571503
650,0.01629,76.09743178542185,0.44013914052581193
651,0.03184,130.15174642177212,0.37129184624528994
652,0.037,156.95313688985476,0.3851073568032542
653,0.02932,104.46240013637387,0.42759005176899434
654,0.0174,79.2848118665776,0.43403729002937763
655,0.03578,146.01921185907554,0.4975886385960134
656,0.02845,113.65014652985991,0.4061760104041497
657,0.05035,201.40024753674297,0.46823067866033924
658,0.04269,170.863776073301,0.3615058596000652
659,0.03212,123.94528202312145,0.42160333052720983
660,0.02752,114.65156836610895,0.4203369087260631
661,0.03049,126.89660409204929,0.41884022841561697
662,0.01724,67.90159876433403,0.4503856441896354
663,0.07063,286.9789220750554,0.37509111164873005
664,0.05344,234.6442952687756,0.4140047997203295
665,0.02878,116.86110808400986,0.37198262177318814
666,0.03518,135.04857314138965,0.4429022426374048
667,0.03348,138.68835596859873,0.4429022426374048
668,0.04651,191.58874826786015,0.3597789207803197
669,0.06119,269.7242536244005,0.366226159040703
670,0.04714,189.9109472573816,0.37566675792197857
671,0.0212,86.1628389606216,0.42298488158300623
672,0.04028,162.22582819655344,0.353101424010637
673,0.03863,165.30652635644572,0.3856830030765027
674,0.03314,133.18337004650147,0.37336417282898454
675,0.02414,95.95552810903456,0.38936713922529315
676,0.02837,116.64872601865893,0.37198262177318814
677,0.01043,42.752350796792804,0.5534263271011189
678,0.02038,85.48895334960022,0.4187250991609673
679,0.0471,174.92021400181522,0.4251723374213506
680,0.03984,153.98556114551073,0.3559796553768795
681,0.0122,54.616013853046255,0.4920624343728276
682,0.01271,50.37557310600744,0.49482553648442046
683,0.01763,68.0894772594601,0.45176719524543185
684,0.02171,88.38936217394063,0.40560036413090117
685,0.01572,65.80062216189795,0.5385746532513074
686,0.01972,79.669116310549,0.45556646064887196
687,0.01678,67.82190746832592,0.45879007977906366
688,0.01226,54.888327801593654,0.5011576454901541
689,0.05322,230.05411185489544,0.38694942487764944
690,0.03055,105.65012129639013,1.1302238928961272
691,0.03001,120.40929123088054,0.36898926115229586
692,0.01506,58.86538651805848,0.44773767133269227
693,0.0153,60.26983465211854,0.427359793259695
694,0.04713,190.36188648350685,0.3571309479233765
695,0.03411,140.92887984218777,0.3564401723954783
696,0.0152,56.635664447091344,0.4685760664242884
697,0.01504,61.07029248853478,0.43541884108517415
698,0.02763,123.85398940190198,0.36357818618375987
699,0.03359,146.12011320330762,0.3364076820864301
700,0.01447,59.45111442741955,0.4732963658649262
701,0.02547,104.50811151221973,0.3780844722696224
702,0.01082,44.43446954869883,0.5168152241225136
